ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2265530,Maytag,YMED8200FC*,YMED8200FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YMED8200FC*_04282016182040_7640638,No
2265531,Maytag,YMED8200FW*,YMED8200FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YMED8200FW*_04282016182054_7654622,No
2327903,Maytag,YMED8630H**,YMED8630H**,,883049456553,Electric,,,7.3,38,27,31,3.93,608,75,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,Yes,Wi-Fi,Other,No,,Yes,ES_15649_MHW8630H**_10142018185059_3059240,10/22/2018,09/26/2018,Canada,ES_1129244_YMED8630H**_10142018214747_3667917,No
2265541,Maytag,YMEDB835D*+,YMEDB835D*+,,8,Electric,,,8.8,45,29,32,3.93,608,66,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB835D*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YMEDB835D*+_04282016182916_8156414,No
2265542,Maytag,YMEDB855D*+,YMEDB855D*+,,8,Electric,,,8.8,45,29,32,3.93,608,67,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB855D*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YMEDB855D*+_04282016182933_8173338,No
2282549,Maytag,YMEDB955FC*,YMEDB955FC*,,883049362267,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FC*_10272016170647_8007708,No
2282550,Maytag,YMEDB955FS*,YMEDB955FS*,,883049390925,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FS*_10272016170753_8073933,No
2282551,Maytag,YMEDB955FW*,YMEDB955FW*,,883049362250,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FW*_10272016170916_8156123,No
2330881,Miele,Miele,PDR980 HP,,4002516034391,Ventless Electric Compact 240V,Heat Pump,240,4.6,33.46,23.46,25.31,9.75,87,53,"Cotton, Normal","Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator",Ventless,No,,,,8.61,No,,04/01/2019,12/04/2018,"United States, Canada",ES_0031629_PDR980 HP_12062018120420_70208458,Yes
2325401,Miele,Miele,TWB120 WP,,1,Electric,Heat Pump,120,4.1,33.46,23.46,25.31,6.37,133,34,Cotton normal,"Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator",Ventless,No,,,,4.36,No,ES_0031629_WWB020_12062018124521_70208967,02/01/2018,09/05/2018,"United States, Canada",ES_0031629_TWB120 WP_09052018023030_70196998,Yes
2308246,Miele,Miele,TWF160 WP,,4002515837290,Electric,Heat Pump,120,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal,"Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator",Ventless,No,,,,4.36,Yes,ES_31629_WWF060_11252017012640_70163416,01/01/2018,12/20/2017,"United States, Canada",ES_1141072_TWF160 WP_12222017121317_70168085,Yes
2308247,Miele,Miele,TWI180 WP,,4002515837467,Electric,Heat Pump,120,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal +,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Filter cleaning indicator",Ventless,No,,,,4.36,Yes,"ES_31629_WWH660_11252017012640_70163416, ES_31629_WWH860_11252017012640_70163416",01/01/2018,12/20/2017,"United States, Canada",ES_1141072_TWI180 WP_12222017121317_70168085,Yes
2325657,Samsung,DV22N680*H*,DV22N680*H*,,1,Ventless Electric Compact 240V,Heat Pump,240,4,33.5,23.6,25.6,5.8,146,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,No,,,,5.08,No,WW22K6800**,10/15/2018,09/07/2018,"United States, Canada",ES_1023593_DV22N680*H*_09102018024207_70196935,Yes
2325656,Samsung,DV22N685*H*,DV22N685*H*,,1,Ventless Electric Compact 240V,Heat Pump,240,4,33.5,23.6,25.6,5.8,146,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,No,,,,5.06,No,WW22N6850**,10/01/2018,09/07/2018,"United States, Canada",ES_1023593_DV22N685*H*_09102018024207_70196935,Yes
2257200,Samsung,DV45K62**E*,DV45K62**E*,,887276138329,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K62**E*_01112016051621_70059693,No
2257203,Samsung,DV45K62**G*,DV45K62**G*,,887276138367,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,01/24/2016,01/13/2015,"United States, Canada",ES_1023593_DV45K62**G*_01112016051621_70059693,No
2257199,Samsung,DV45K65**E*,DV45K65**E*,,887276138381,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K65**E*_01112016051621_70059693,No
2257202,Samsung,DV45K65**G*,DV45K65**G*,,887276138428,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV45K65**G*_01112016051621_70059693,No
2271286,Samsung,DV45K71**E*,DV45K71**E*,,887276132594,Electric,,,7.4,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,07/22/2016,06/30/2016,"United States, Canada",ES_1023593_DV45K71**E*_06302016024435_70086546,No
2271287,Samsung,DV45K71**G*,DV45K71**G*,,887276132617,Gas,,,7.4,38.7,27,32.6,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,07/22/2016,06/30/2016,"United States, Canada",ES_1023593_DV45K71**G*_06302016024435_70086546,No
2255003,Samsung,DV45K76**E*,DV45K76**E*,,887276132624,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/09/2015,"United States, Canada",ES_1023593_DV45K76**E*_12072015123900_70055766,No
2255006,Samsung,DV45K76**G*,DV45K76**G*,,887276132648,Gas,,,7.4,46,27,30,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/11/2015,"United States, Canada",ES_1023593_DV45K76**G*_12112015082742_70056672,No
2231132,Samsung,DV48J770*E*,DV48J770*E*,,887276095738,Electric,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,03/10/2015,01/09/2015,"United States, Canada",ES_1023593_DV48J770*E*_01102015074101_70019623,No
2231175,Samsung,DV48J770*G*,DV48J770*G*,,887276095745,Gas,,,7.4,44.2,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,03/10/2015,01/10/2015,"United States, Canada",ES_1023593_DV48J770*G*_01102015074124_70019625,No
2231131,Samsung,DV48J777*E*,DV48J777*E*,,887276095769,Electric,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J777*A*_02112015043656_7002369,03/10/2015,01/09/2015,"United States, Canada",ES_1023593_DV48J777*E*_01102015074101_70019623,No
2231174,Samsung,DV48J777*G*,DV48J777*G*,,887276095783,Gas,,,7.4,44.2,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J777*A*_02112015043656_7002369,03/10/2015,01/10/2015,"United States, Canada",ES_1023593_DV48J777*G*_01102015074124_70019625,No
2257198,Samsung,DV50K75**E*,DV50K75**E*,,887276135960,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV50K75**E*_01112016051621_70059693,No
2257201,Samsung,DV50K75**G*,DV50K75**G*,,887276135984,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,01/24/2016,01/13/2016,"United States, Canada",ES_1023593_DV50K75**G*_01112016051621_70059693,No
2255002,Samsung,DV50K86**E*,DV50K86**E*,,887276132655,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/09/2015,"United States, Canada",ES_1023593_DV50K86**E*_12072015123900_70055766,No
2255005,Samsung,DV50K86**G*,DV50K86**G*,,887276132693,Gas,,,7.4,46,27,30,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/11/2015,"United States, Canada",ES_1023593_DV50K86**G*_12112015082742_70056672,No
2231130,Samsung,DV52J806*E*,DV52J806*E*,,887276075433,Electric,,,7.4,46,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J806*A*_01102015074039_70019619,02/15/2015,01/09/2015,"United States, Canada",ES_1023593_DV52J806*E*_01102015074101_70019623,No
2231173,Samsung,DV52J806*G*,DV52J806*G*,,887276075440,Gas,,,7.4,46,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J806*A*_01102015074039_70019619,02/15/2015,01/10/2015,"United States, Canada",ES_1023593_DV52J806*G*_01102015074124_70019625,No
2231129,Samsung,DV52J870*E*,DV52J870*E*,,887276095813,Electric,,,7.4,46,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J870*A*_02092015034438_70022387,03/10/2015,01/09/2015,"United States, Canada",ES_1023593_DV52J870*E*_01102015074101_70019623,No
2231172,Samsung,DV52J870*G*,DV52J870*G*,,887276095837,Gas,,,7.4,46,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J870*A*_02092015034438_70022387,03/10/2015,01/10/2015,"United States, Canada",ES_1023593_DV52J870*G*_01102015074124_70019625,No
2290026,Samsung,DVE45M55***,DVE45M55***,,887276197135,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVE45M55***_02032017114750_70117713,No
2308555,Samsung,DVE45N63***,DVE45N63***,,887276258232,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,3.99,Yes,ES_1023593_WF45N63**A*_01072018114041_70168206,02/01/2018,12/26/2017,Canada,ES_1023593_DVE45N63***_01012018101524_70167291,No
2333034,Samsung,DVE45R63***,DVE45R63***,,887276305264,Electric,,,7.5,38.7,27,52.6,3.93,608,70,"Normal cycle, Automatic Termination, Normal Dry level, Eco Dry",Wrinkle prevention option,Vented,No,,,,,Yes,ES_1023593_WF45R63**A*_02042019013708_70211758,02/01/2019,01/07/2019,"United States, Canada",ES_1023593_DVE45R63***_02042019015349_70211037,No
2290031,Samsung,DVE52M77***,DVE52M77***,,887276197005,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVE52M77***_02032017114750_70117710,No
2290030,Samsung,DVE52M86***,DVE52M86***,,887276197005,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVE52M86***_02032017114750_70117710,No
2290029,Samsung,DVE54M87***,DVE54M87***,,887276197005,Electric,,,7.4,42.4,27,30.2,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA54M87**A*_01122017122713_70115961,01/30/2017,01/19/2017,"United States, Canada",ES_1023593_DVE54M87***_02032017114750_70117710,No
2290028,Samsung,DVE55M96***,DVE55M96***,,887276197135,Electric,,,7.5,38.7,27,32,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WF45M55**A*_11242016052047_70108499,01/30/2017,01/17/2017,"United States, Canada",ES_1023593_DVE55M96***_02032017114750_70117713,No
2265509,Kenmore,6913*41+,6913*41+,,8,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_2913*41+_01312015020022_70021972,06/01/2016,04/28/2016,United States,ES_15649_6913*41+_04282016170147_2907607,No
2261848,Kenmore,7142#,7142#,,719192224179719,Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/04/2016,02/27/2016,"United States, Canada",ES_1118034_7142#_03072016122407_70065980,No
2216964,Kenmore,7142####,7142####,,"719192224179,719192324176",Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_7142####_08012014043834_2751151,No
2308544,Kenmore,7143#,7143#,,1,Gas,,,7.3,40.19,27,28.94,3.48,687,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_15649_7143#_12292017012417_70163139,No
2261849,Kenmore,7146#,7146#,,719192264175719,Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/04/2016,02/27/2016,"United States, Canada",ES_1118034_7146#_03072016122407_70065980,No
2216965,Kenmore,7146####,7146####,,"719192264175,719192364172",Gas,,,7.3,40.19,27,29,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_7146####_08012014043834_2751151,No
2268425,Kenmore,7155#,7155#,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Medium Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,06/23/2016,05/31/2016,"United States, Canada",ES_15649_7155#_06012016024614_70082029,No
2265512,Kenmore,71632610,7163261*,,883049375243,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,12/01/2015,10/27/2016,United States,ES_15649_7163261*_04282016172629_4389962,No
2265513,Kenmore,71633610,7163361*,,883049375267,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,12/01/2015,10/27/2016,United States,ES_15649_7163361*_04282016172657_4417630,No
2274693,Kenmore,8139#,8139#,,1,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,08/23/2016,08/11/2016,"United States, Canada",ES_1118034_8139#_08112016123245_70093199,No
2261850,Kenmore,8158#,8158#,,719192385184719,Electric,,,7.4,38,27,28.69,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/04/2016,02/27/2016,"United States, Canada",ES_1118034_8158#_03072016122407_70065980,No
2216960,Kenmore,8158####,8158####,,"719192385184,719192285187",Electric,,,7.4,38,27,28.69,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,08/22/2014,07/21/2014,"United States, Canada",ES_1118034_8158####_08012014035936_2749997,No
2261851,Kenmore,8159#,8159#,,719192295186,Electric,,,7.3,38.69,27,30,3.94,607,57,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/04/2016,02/27/2016,"United States, Canada",ES_1118034_8159#_03072016122407_70065980,No
2225224,Kenmore,8159####,8159####,,719192295186,Electric,,,7.3,38.69,27,30,4.3,556,57,Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_8159####_11172014020527_2776157,No
2308541,Kenmore,8178#,8178#,,1,Electric,,,7.4,38.69,27,30,3.93,608,55,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_15649_8178#_12292017012417_70163139,No
2274694,Kenmore,9139#,9139#,,1,Gas,,,7.4,38.69,27,30,3.49,685,63,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/23/2016,08/11/2016,"United States, Canada",ES_1118034_9139#_08112016123245_70093199,No
2261852,Kenmore,9158#,9158#,,719192385191719,Gas,,,7.4,38,27,28.69,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,03/04/2016,02/27/2016,"United States, Canada",ES_1118034_9158#_03072016122407_70065980,No
2216966,Kenmore,9158####,9158####,,"719192385191,719192285194",Gas,,,7.4,38,27,28.69,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_9158####_08012014043834_2751151,No
2308542,Kenmore,9178#,9178#,,1,Gas,,,7.4,38.69,27,30,3.48,687,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_15649_9178#_12292017012417_70163139,No
2282543,Kenmore,C6163361*,C6163*61*,,883049429137,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_3163*61*_01192016111059_70060810,07/06/2016,10/27/2016,Canada,ES_1129244_C6163*61*_10272016155643_3803596,No
2282544,Kenmore,C6813241*,C6813*41*,,883049429120,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_2913*41+_01312015020022_70021972,07/06/2016,10/27/2016,Canada,ES_22856_C6813*41*_10272016162210_5330389,No
2282545,Kenmore,C6913341*,C6913*41*,,883049429113,Electric,,,8.8,45,29,32,3.93,608,64,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_2813*41+_01312015020022_70021972,07/06/2016,10/27/2016,Canada,ES_22856_C6913*41*_10272016162308_5388846,No
2245580,LG,DLE1501*,DLE1501*,,1,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/13/2015,08/12/2015,"United States, Canada",ES_1118034_DLE1501*_08132015060749_70041561,No
2245581,LG,DLE1501*E,DLE1501*E,,1,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,08/13/2015,08/12/2015,"United States, Canada",ES_1118034_DLE1501*E_08132015060749_70041561,No
2268423,LG,DLE3075*,DLE3075*,,1,Electric,,,7.4,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,06/23/2016,05/31/2016,"United States, Canada",ES_1118034_DLE3075*_06012016024614_70082029,No
2328317,LG,DLE3090*,DLE3090*,,1,Electric,,,7.4,38.69,27,30,3.94,607,56,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,10/23/2018,10/23/2018,"United States, Canada",ES_1118034_DLE3090*_10242018033716_70203236,No
