ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Sanitation Method,Idle Energy Rate for Low Temp (kW),Idle Energy Rate for High Temp (kW),Water Use (gallons/rack),Water Use (gallons/hr),Water Use (gallons/sq. ft.),Date Available on Market,Date Certified,Markets,CB Model Identifier
2177493,Meiko USA,Meiko,FV 40.2,FV 40.2,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.21,0.77,,,04/01/2003,03/25/2013,"United States, Canada",ES_1027471_FV 40.2_04122013164016_1000442
2177494,Meiko USA,Meiko,FV 40.2G,FV 40.2G,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.21,0.77,,,04/01/2003,03/25/2013,"United States, Canada",ES_1027471_FV 40.2G_04122013164016_1000443
2177495,Meiko USA,Meiko,DV 80.2,DV 80.2,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.27,0.74,,,04/01/2003,03/25/2013,"United States, Canada",ES_1027471_FV 80.2_04122013164016_1000444
2180980,Meiko USA,Meiko,BM74V6P8,BM74V6P8,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.76,,58.2,,02/10/2011,05/09/2013,"United States, Canada",ES_1027471_BM74V6P8_05152013120548_1000520
2180981,Meiko USA,Meiko,BM74V8P8,BM74V8P8,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.76,,58.2,,02/10/2011,05/09/2013,"United States, Canada",ES_1027471_BM74V8P8_05152013120548_1000521
2180982,Meiko USA,Meiko,BS74P8,BS74P8,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.76,,58.2,,02/10/2011,05/09/2013,"United States, Canada",ES_1027471_BS74P8_05152013120548_1000522
2181040,Meiko USA,Meiko,BL74V6P8,BL74V6P8,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,7.09,,58.2,,02/10/2011,05/09/2013,"United States, Canada",ES_1027471_BL74V6P8_05152013120548_1000518
2181041,Meiko USA,Meiko,BL74V8P8,BL74V8P8,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,7.09,,58.2,,02/10/2011,05/09/2013,"United States, Canada",ES_1027471_BL74V8P8_05152013120548_1000519
2199833,Meiko USA,Meiko,FV 130.2,FV 130.2,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.95,,,0.38,09/01/2007,12/19/2013,"United States, Canada",ES_1027471_FV 130.2_01022014133325_1000086
2199834,Meiko USA,Meiko,DV 270.2,DV 270.2,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.88,,,0.27,07/01/2006,12/19/2013,"United States, Canada",ES_1027471_DV 270.2_01022014133325_1000088
2199835,Meiko USA,Meiko,FV 250.2,FV 250.2,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.79,,,0.27,07/01/2006,12/19/2013,"United States, Canada",ES_1027471_FV 250.2_01022014133325_1000087
2206853,Meiko USA,Meiko,K-44E,K-44E,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,0.44,,,04/01/2003,03/18/2014,"United States, Canada",ES_1027471_K-44E_03252014102233_1000096
2206854,Meiko USA,Meiko,K-66E,K-66E,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,0.44,,,04/01/2003,03/18/2014,"United States, Canada",ES_1027471_K-66E_03252014102233_1000097
2206855,Meiko USA,Meiko,K-80E,K-80E,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,0.44,,,04/01/2003,03/18/2014,"United States, Canada",ES_1027471_K-80E_03252014102233_1000098
2291989,Meiko USA,Meiko,M-iClean US,M-iClean US,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.15,0.57,,,05/05/2014,05/05/2014,"United States, Canada",ES_1027471_M-iClean US_03062017161336_1000419
2291990,Meiko USA,Meiko,M-iClean UM+,M-iClean UM+,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.1,0.63,,,05/05/2014,05/05/2014,"United States, Canada",ES_1027471_M-iClean UM+_03062017161336_1000420
2330260,Meiko USA,Meiko,KA-64,KA-64,",KA-86, KA-100,",Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.75,0.24,,,01/01/2015,11/21/2018,"United States, Canada",ES_1027471_KA-64_11262018151028_1000767
2330261,Meiko USA,Meiko,KA-44,KA-44,",KA-54, KA-66, KA-76, KA-80, KA-90,",Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,0.28,,,01/01/2015,11/21/2018,"United States, Canada",ES_1027471_KA-44_11262018151028_1000768
2170536,MVP Group Corp.,Jet-Tech,747,747,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.25,0.66,,,08/01/1997,01/28/2013,"United States, Canada",ES_1105798_MVP GROUP CORP (621512) | 747_01292013123027_2627528
2170537,MVP Group Corp.,Jet-Tech,F-14,F-14,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.32,0.84,,,08/01/1999,01/28/2013,"United States, Canada",ES_1105798_MVP GROUP CORP (621512) | F-14_01292013122840_2520479
2170539,MVP Group Corp.,Jet-Tech,F-16DP,F-16DP,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.32,0.84,,,08/01/1999,01/28/2013,"United States, Canada",ES_1105798_MVP GROUP CORP (621512) | F-16DP_01292013122904_2544982
2170541,MVP Group Corp.,Jet-Tech,F-18DP,F-18DP,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.32,0.84,,,08/01/1999,01/28/2013,"United States, Canada",ES_1105798_MVP GROUP CORP (621512) | F-18DP_01292013122932_2572466
2170542,MVP Group Corp.,Jet-Tech,F-22,F-22,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.25,0.66,,,08/01/1999,01/28/2013,"United States, Canada",ES_1105798_MVP GROUP CORP (621512) | F-22_01292013122944_2584951
2173771,MVP Group Corp.,Jet-Tech,787,787,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,1.19,,,0.32,02/01/2013,02/21/2013,United States,ES_1105798_EUROTEC SRL  DIVISIONE COLGED (765106) | 787_02252013161303_8783460
2173772,MVP Group Corp.,Jet-Tech,777,777,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.79,,,0.3,02/01/2013,02/21/2013,United States,ES_1105798_EUROTEC SRL  DIVISIONE COLGED (765106) | 777_02252013161158_8718260
2306685,MVP Group Corp.,Jet-Tech,737E,737E,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.4,0.4,,,11/15/2017,11/20/2017,"United States, Canada",ES_1092313_737E_11212017195542_4142104
2306686,MVP Group Corp.,Jet-Tech,727E,727E,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.4,0.4,,,11/15/2017,11/20/2017,"United States, Canada",ES_1092313_727E_11212017195839_4319848
2308158,MVP Group Corp.,Jet-Tech,757E,757E,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.5,0.41,,,12/18/2017,12/20/2017,"United States, Canada",ES_1092313_757E_12202017163701_7821570
2292390,"ONNERA USA, Inc.",Fagor,CO-502W,CO-502W,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.37,0.28,,,01/29/2017,03/13/2017,United States,ES_1059231_CO-502W_02242017153256_1310693
2293701,"ONNERA USA, Inc.",Fagor,COP-504W,COP-504W,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.38,0.55,,,03/10/2017,04/05/2017,United States,ES_1059231_COP-504W_03102017162106_4962427
2293703,"ONNERA USA, Inc.",Fagor,COP-174W,COP-174W,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.56,0.73,,,03/10/2017,04/05/2017,United States,ES_1059231_COP-174W_03102017171039_1385003
2186904,Perlick Corporation,Perlick,PKHT24,PKHT24,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.4,0.73,,,04/27/2001,02/22/2013,"United States, Canada",ES_1026078_PKHT24_08012013170538_1000563
2222256,Stero (A division of ITW Food Equipment Group),Stero,ER-64,ER-64,",ER-86S,; ,ER-94S,; ER-64,ER-64,",Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.88,0.45,,,09/24/2014,10/09/2014,"United States, Canada",ES_1027467_ER-64_10132014141013_9413733
2230509,Stero (A division of ITW Food Equipment Group),Stero,STPCW-ER,STPCW-ER,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,5.4,,98,,11/18/2014,01/05/2015,"United States, Canada",ES_1027467_STPCW-ER_01052015154223_2543541
2231108,Stero (A division of ITW Food Equipment Group),Stero,SG,SG,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.09,,0.74,,,03/01/2015,01/15/2015,"United States, Canada",ES_1027467_SG_01152015202331_3411250
2234020,Stero (A division of ITW Food Equipment Group),Stero,ER-44,ER-44,",ER-44-10,; ,ER66S,; ,ER76S,; ,ER76SC,; ,ER90S,; ER-44,ER-44,",Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.31,0.65,,,04/01/2015,03/02/2015,"United States, Canada",ES_1027467_ER-44_03022015220319_3799738
2238773,Stero (A division of ITW Food Equipment Group),Stero,ER-94SC,ER-94SC,"ER-94SC,ER-94SC,",Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.88,0.45,,,09/24/2014,10/09/2014,"United States, Canada",ES_1027467_ER-94SC_05062015015740_7460405
2248293,Stero (A division of ITW Food Equipment Group),Stero,SD3,SD3,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.55,0.85,,,09/01/2015,09/21/2015,"United States, Canada",ES_1027467_SD3_09212015212213_0533556
2248294,Stero (A division of ITW Food Equipment Group),Stero,SD3,SD3,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.55,0.85,,,09/01/2015,09/21/2015,"United States, Canada",ES_1027467_SD3_09212015212239_0559819
2248295,Stero (A division of ITW Food Equipment Group),Stero,SUH,SUH,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.14,0.78,,,09/01/2015,09/21/2015,"United States, Canada",ES_1027467_SUH_09222015152436_5476280
2248410,Stero (A division of ITW Food Equipment Group),Stero,SUL,SUL,,Under Counter,Chemical Sanitizing (Low Temp) Machine,0.1,,0.88,,,09/01/2015,12/05/2014,"United States, Canada",ES_1017903_SUL_09232015211929_3169454
