ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Power Conversion Mechanism,Minimum Configuration Tested Model Number,Active Output Power Rating Minimum Configuration (W),Apparent Output Power Rating Minimum Configuration (VA),Maximum Configuration Tested Model Number,Active Output Power Rating Maximum Configuration (W),Apparent Output Power Rating Maximum Configuration (VA),Topology (ac),Topology and Product Type Combined,Application,Rated Input Voltage (V rms),Rated Input Frequency (Hz),Rated Output Voltage (V),Rated Output Frequency (Hz),Rack Mountable,Rack Mount Height (U),Height (mm),Width (mm),Depth (mm),Total Number of Outlets,Number of Battery Backup and Surge Protected Outlets,Number of Surge Protected Only Outlets,Normal Mode(s) Input Dependency Characteristic (ac),Modular UPS,Number of Normal Modes,Default Normal Mode (ac),Test Input Voltage (V rms),Test Input Frequency (Hz),Test Output Voltage (V),Test Output Frequency (Hz),Total Input Power in W at 0% Load Min Config Lowest Dependency (ac),Total Input Power in W at 0% Load Min Config Highest Dependency (ac),Efficiency at 25% Load Min Config Lowest Dependency (ac),Efficiency at 25% Load Min Config Highest Dependency (ac),Efficiency at 50% Load Min Config Lowest Dependency (ac),Efficiency at 50% Load Min Config Highest Dependency (ac),Efficiency at 75% Load Min Config Lowest Dependency (ac),Efficiency at 75% Load Min Config Highest Dependency (ac),Efficiency at 100% Load Min Config Lowest Dependency (ac),Efficiency at 100% Load Min Config Highest Dependency (ac),Weighted Efficiency Calc Min Config Lowest Dependency,Weighted Efficiency Calc Min Config Highest Dependency,Total Input Power in W at 0% Load Minimum Configuration (dc),Efficiency at 30% Load Minimum Configuration (dc),Efficiency at 40% Load Minimum Configuration (dc),Efficiency at 50% Load Minimum Configuration (dc),Efficiency at 60% Load Minimum Configuration (dc),Efficiency at 70% Load Minimum Configuration (dc),Efficiency at 80% Load Minimum Configuration (dc),Minimum Configuration Input Power Factor Lowest-Input Dependency,Minimum Configuration Input Power Factor Highest-Input Dependency,Total Input Power in W at 0% Load Max Config Lowest Dependency (ac),Total Input Power in W at 0% Load Max Config Highest Dependency (ac),Efficiency at 25% Load Max Config Lowest Dependency (ac),Efficiency at 25% Load Max Config Highest Dependency (ac),Efficiency at 50% Load Max Config Lowest Dependency (ac),Efficiency at 50% Load Max Config Highest Dependency (ac),Efficiency at 75% Load Max Config Lowest Dependency (ac),Efficiency at 75% Load Max Config Highest Dependency (ac),Efficiency at 100% Load Max Config Lowest Dependency (ac),Efficiency at 100% Load Max Config Highest Dependency (ac),Weighted Efficiency Calc Max Config Lowest Dependency,Weighted Efficiency Calc Max Config Highest Dependency,Total Input Power in W at 0% Load Maximum Configuration  (dc),Efficiency at 30% Load Maximum Configuration (dc),Efficiency at 40% Load Maximum Configuration (dc),Efficiency at 50% Load Maximum Configuration (dc),Efficiency at 60% Load Maximum Configuration (dc),Efficiency at 70% Load Maximum Configuration (dc),Efficiency at 80% Load Maximum Configuration (dc),Maximum Configuration Input Power Factor Lowest-Input Dependency,Maximum Configuration Input Power Factor Highest-Input Dependency,Efficiency (%),Modular UPS Module Tested Model Number,Energy Storage Mechanism,Energy Storage System Technology,Energy Storage System Configuration,Energy Storage System Removable to Another Room,Energy Storage System Runtime at 100% Load (min.),Energy Storage System Runtime at 50% Load (min.),Energy Storage System Warranty (yrs),Energy Storage System Information URL,Battery Recycling URL,Network Connections Available,Communication Protocols,Communication Protocol Other,Manufacturer Take Back Program,Manufacturer Take Back Program URL,Model Web Page URL,Test Method Guidelines,Date Available on Market,Date Certified,Markets,CB Model Identifier
2332007,Vertiv Corporation,Liebert,GXT4-5000RT230,GXT4-5000RT230,"GXT4-5000RT230E,GXT4-5000RT230E,; GXT4-5000RT230U,GXT4-5000RT230U,",Ac-output UPS,Static,GXT4-5000RT230,4000,5000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",220-240,50-60,220-240,50-60,Yes,,217,430,574,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,240,60,240,60,76.2,,90.2,,93.1,,93.8,,94,,93.6,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.6,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,9,22,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/31/2014,12/24/2018,"United States, Taiwan, Japan, Canada",ES_1097807_GXT4-5000RT230_12262018020433_9873355
2332018,Vertiv Corporation,Liebert,GXT4-10000RT230,GXT4-10000RT230,"GXT4-10000RT230E,GXT4-10000RT230E,",Ac-output UPS,Static,GXT4-10000RT230,9000,10000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",220-240,50-60,220-240,50-60,Yes,,261,430,581,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,240,60,240,60,112.6,,93.2,,93.2,,93.3,,93.1,,93.2,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.2,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,4,10,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/31/2014,12/24/2018,"United States, Taiwan, Japan, Canada",ES_1097807_GXT4-10000RT230_12262018022106_0866638
2332020,Vertiv Corporation,Liebert,GXT4-5000RT208,GXT4-5000RT208,,Ac-output UPS,Static,GXT4-5000RT208,4000,5000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",200-240,50-60,200-240,50-60,Yes,,173,430,662,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,208,60,208,60,77.7,,88.9,,91.9,,92.6,,92,,92.2,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.2,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,7,17,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/31/2014,12/24/2018,"United States, Taiwan, Japan, Canada",ES_1097807_GXT4-5000RT208_12262018023842_1922710
2332025,Vertiv Corporation,Liebert,GXT4-6000RT208,GXT4-6000RT208,,Ac-output UPS,Static,GXT4-6000RT208,4800,6000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",200-240,50-60,200-240,50-60,Yes,,173,430,662,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,208,60,208,60,76.6,,90.2,,92.6,,92.9,,92.8,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,5,12,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/31/2014,12/24/2018,"United States, Taiwan, Japan, Canada",ES_1097807_GXT4-6000RT208_12262018024655_2415913
2332030,Vertiv Corporation,Liebert,GXT4-6000RTL630,GXT4-6000RTL630,,Ac-output UPS,Static,GXT4-6000RTL630,4200,6000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",208-240,50-60,208-240,50-60,Yes,,217,430,574,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,240,60,240,60,82.7,,89.5,,92.4,,93.2,,93.3,,93,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,8,20,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/31/2014,12/24/2018,"United States, Taiwan, Japan, Canada",ES_1097807_GXT4-6000RTL630_12262018025719_3039208
2332039,Vertiv Corporation,Liebert,ITA-06k00AL1102P00,ITA-06k00AL1102P00,"ITA-05k00AE1102C00,ITA-05k00AE1102C00,; ITA-05k00AE1102P00,ITA-05k00AE1102P00,; ITA-05k00AL1102C00,ITA-05k00AL1102C00,; ITA-05k00AL1102P00,ITA-05k00AL1102P00,; ITA-06k00AE1102C00,ITA-06k00AE1102C00,; ITA-06k00AE1102P00,ITA-06k00AE1102P00,; ITA-06k00AL1102C00,ITA-06k00AL1102C00,",Ac-output UPS,Static,ITA-06k00AL1102P00,6000,6000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",220-240,50-60,220-240,50-60,Yes,,85,430,400,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,240,60,240,60,36,,94.7,,95.6,,95.3,,94.9,,95.3,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,95.3,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,51,111,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,04/20/2017,12/25/2018,"United States, Taiwan, Japan, Canada",ES_1097807_ITA-06k00AL1102P00_12262018052513_1913042
2332043,Vertiv Corporation,Liebert,ITA-10k00ALA102P00,ITA-10k00ALA102P00,"ITA-10k00AEA102C00,ITA-10k00AEA102C00,; ITA-10k00AEA102P00,ITA-10k00AEA102P00,; ITA-10k00ALA102C00,ITA-10k00ALA102C00,",Ac-output UPS,Static,ITA-10k00ALA102P00,10000,10000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",380-415,50-60,220-240,50-60,Yes,,85,430,500,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,415,60,240,60,55,,93.9,,95.6,,95.8,,95.2,,95.6,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,95.6,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,23,63,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,04/20/2017,12/25/2018,"United States, Taiwan, Japan, Canada",ES_1097807_ITA-10k00ALA102P00_12262018054755_3275409
2332106,Vertiv Corporation,Liebert,ITA-20k00AL3A02C00,ITA-20k00AL3A02C00,"ITA-10k00AL3A02E00,ITA-10k00AL3A02E00,; ITA-15k00AL3A02E00,ITA-15k00AL3A02E00,; ITA-16k00AE3A02C00,ITA-16k00AE3A02C00,; ITA-16k00AE3A02P00,ITA-16k00AE3A02P00,; ITA-16k00AL3A02C00,ITA-16k00AL3A02C00,; ITA-16k00AL3A02P00,ITA-16k00AL3A02P00,; ITA-20k00AE3A02C00,ITA-20k00AE3A02C00,; ITA-20k00AE3A02P00,ITA-20k00AE3A02P00,; ITA-20k00AL3A02E00,ITA-20k00AL3A02E00,; ITA-20k00AL3A02P00,ITA-20k00AL3A02P00,",Ac-output UPS,Static,ITA-20k00AL3A02C00,20000,20000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",380-415,50-60,380-415,50-60,Yes,,130,430,500,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,415,60,415,60,88,,95.3,,96.2,,96.1,,96,,95.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,5,15,2,http://www.enersys.com/ http://www.eastpennunigy.com/,,"USB Port,Ethernet",Other,,No,,https://www.vertivco.com/en-us/products-catalog/critical-power/uninterruptible-power-supplies-ups/,N/A,03/20/2017,12/26/2018,"United States, Taiwan, Japan, Canada",ES_1097807_ITA-20k00AL3A02C00_12272018011634_3394232
2335122,Vertiv Corporation,Liebert,Liebert eXM,47SA040A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],"Liebert eXM,47SA010A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],; Liebert eXM,47SA015A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],; Liebert eXM,47SA020A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],; Liebert eXM,47SA030A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],",Ac-output UPS,Static,47SA010A0C00,10000,10000,47SA040A0C00,40000,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",176-253,40-70,198-231,47-63,No,,2000,600,1000,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",Yes,Multiple-normal-mode,Voltage and Frequency Independent,208,60,208,60,265.45,,89.3,,93.2,,94.5,,94.9,,94.2,,,,,,,,,0.99,,434.71,,94.1,,95.4,,95.4,,94.8,,95.1,,,,,,,,,0.99,0.99,94.2,"Power module, eXM 20kVA",Battery,Flywheel,Separate Enclosure,Yes,17,34,1,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","BACnet,IP/MSTP,YDN23",No,,https://www.vertivco.com,N/A,08/05/2014,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_47SA040A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1]_03092019153137_5497087
2335259,Vertiv Corporation,Liebert,Liebert EXS,EXS 0020kTH1AFN01000,"Liebert EXS,EXS 0010kTH1AFN01000,; Liebert EXS,EXS 0010kTH1AFN02000,; Liebert EXS,EXS 0015kTH1AFN01000,; Liebert EXS,EXS 0015kTH1AFN02000,; Liebert EXS,EXS 0020kTH1AFN02000,",Ac-output UPS,Static,0020kTH1AFN01000,20000,20000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",380-415,50-60,240-415,50-60,No,,1300,335,650,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,415,60,415,60,97.49,,95.1,,96.1,,96.1,,95.8,,95.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,95.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,21,1,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU","BACnet,IP/MSTP,YDN23",No,,https://www.vertivco.com,N/A,10/19/2017,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_EXS 0020kTH1AFN01000_03272019032042_6842305
2335263,Vertiv Corporation,Liebert,Liebert eXM,47SA100A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],"Liebert eXM,47SA060A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],; Liebert eXM,47SA080A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1],",Ac-output UPS,Static,47SA060A0C00,60000,60000,47SA100A0C00,100000,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",176-253,40-70,208-220,60-60,No,,2000,600,1000,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",Yes,Multiple-normal-mode,Voltage and Frequency Dependent,208,60,208,60,654.23,472.84,93.9,97.4,95.3,98.1,95.2,98.2,94.7,98.2,94.9,98,,,,,,,,0.99,0.99,988.85,395.4,94.3,96.6,95.5,97.8,95.3,98.2,94.7,98.4,95.1,97.6,,,,,,,,0.99,0.99,95.8,"Power module, eXM 20kVA",Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,Yes,5,10,3,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,SNMP (v1, 2 or 3),HTTP,Modbus RTU","BACnet,IP/MSTP,YDN23",No,,https://www.vertivco.com,N/A,08/05/2014,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_47SA100A[0|1|2|3][C|Y][0|F|H|M|G|L][0|1]_03272019062822_8102120
2335265,Vertiv Corporation,Liebert,Liebert EXS F3 series,53[S|P]30[H|Z][C|Y][0|E|F][0|B|E|F|H|J|K|L|M|N|P|R][0-8|A-E][0-9|A-Z][0-9|A-Z][0-9|A-Z][0-9|A-Z] [0-9|A-Z],,Ac-output UPS,Static,53S30HC00000000,30000,30000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",208-220,60-60,208-220,60-60,No,,1600,600,850,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,208,60,208,60,341.45,171.916,92.4,97.7,94.1,98.6,93.9,98.9,93.4,98.9,93.7,98.5,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,94.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,Yes,18,45,3,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU","BACnet,IP/MSTP,YDN23",No,,www.vertivco.com,N/A,08/13/2018,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_53[S|P]30[H|Z][C|Y]_03272019072242_1362570
2335279,Vertiv Corporation,Liebert,Liebert EXS F2 series,53S20G[C|Y][0|6|7|8][0|A|C|D|Q][0|1|2|3|4|5|6|7|8|A|B|C|D|E][0|A|B|C|1|2|3|4|5|6|7|8|9|W|X|Y][0|A|B|C|1|2|3|4|5|6|7|8|9|W|X|Y][0-9|A-Z][0-9|A-Z][0-9|A-Z],"Liebert EXS F2 series,53S15G[C|Y][0|6|7|8][0|A|C|D|Q][0|1|2|3|4|5|6|7|8|A|B|C|D|E][0|A|B|C|1|2|3|4|5|6|7|8|9|W|X|Y][0|A|B|C|1|2|3|4|5|6|7|8|9|W|X|Y][0-9|A-Z][0-9|A-Z][0-9|A-Z],",Ac-output UPS,Static,53S20GC000000A0A0A,20000,20000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",208-220,60-60,208-220,60-60,No,,1600,440,749,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,208,60,208,60,163.14,87.59,93.2,98.2,94.1,98.8,93.4,99,92.3,99,93.7,98.7,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,94.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,Yes,15,35,1,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU","BACnet,IP/MSTP,YDN23",No,,www.vertivco.com,N/A,04/30/2018,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_53S20G[C|Y][0|6|7|8][0|A|C|D|Q]_03272019080320_3800108
2335383,Vertiv Corporation,Liebert,Liebert EXS F1,53[S|P]10[A|B|E|F][C|Y][0-4][0|A|C|D|Q][0-8|A-E][0-9|A-H|J|K|L|W|X|Y][0][0-9|A-Z][0-9|A-Z][0-9|A-Z],,Ac-output UPS,Static,53S010AC10000000000000000,10000,10000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",208-220,50-60,208-220,50-60,No,,1300,334,650,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,208,60,208,60,79.27,39.4,92.4,98.3,93.4,98.9,93.1,99,92.5,99,93,99,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,94.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,Yes,20,53,1,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,SNMP (v1, 2 or 3),Modbus RTU","BACnet,IP/MSTP,YDN23",No,,www.vertivco.com,N/A,01/31/2018,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_53[S|P]10[A|B|E|F][C|Y][0-4][0|A|C|D|Q]_03272019084034_6034522
2335936,Vertiv Corporation,Liebert,Liebert eXM,51SA030QBA,"Liebert eXM,51SA040AAA,; Liebert eXM,51SA040ABA,; Liebert eXM,51SA050BBA,; Liebert eXM,51SA060CAA,; Liebert eXM,51SA060CBA,; Liebert eXM,51SA060QAA,; Liebert eXM,51SA060QBA,; Liebert eXM,51SA075RAA,; Liebert eXM,51SA075RBA,; Liebert eXM,51SA080AAA,; Liebert eXM,51SA080ABA,; Liebert eXM,51SA080DAA,; Liebert eXM,51SA080DBA,; Liebert eXM,51SA100BAA,; Liebert eXM,51SA100BBA,; Liebert eXM,51SA100EBA,; Liebert eXM,51SA120AAA,; Liebert eXM,51SA120ABA,; Liebert eXM,51SA120DAA,; Liebert eXM,51SA120DBA,; Liebert eXM,51SA120FAA,; Liebert eXM,51SA120FBA,; Liebert eXM,51SA125SAA,; Liebert eXM,51SA125SBA,; Liebert eXM,51SA140GAA,; Liebert eXM,51SA140GBA,; Liebert eXM,51SA150BAA,; Liebert eXM,51SA150BBA,; Liebert eXM,51SA150EAA,; Liebert eXM,51SA150EBA,; Liebert eXM,51SA150HBA,; Liebert eXM,51SA160AAA,; Liebert eXM,51SA160ABA,; Liebert eXM,51SA160DAA,; Liebert eXM,51SA160DBA,; Liebert eXM,51SA160FAA,; Liebert eXM,51SA160FBA,; Liebert eXM,51SA160JAA,; Liebert eXM,51SA175TAA,; Liebert eXM,51SA180KAA,; Liebert eXM,51SA200BAA,; Liebert eXM,51SA200BBA,; Liebert eXM,51SA200EAA,; Liebert eXM,51SA200EBA,; Liebert eXM,51SA200HAA,; Liebert eXM,51SA200HBA,; Liebert eXM,51SN030QBA,; Liebert eXM,51SN040AAA,; Liebert eXM,51SN040ABA,; Liebert eXM,51SN050BBA,; Liebert eXM,51SN060CAA,; Liebert eXM,51SN060CBA,; Liebert eXM,51SN060QAA,; Liebert eXM,51SN060QBA,; Liebert eXM,51SN075RAA,; Liebert eXM,51SN075RBA,; Liebert eXM,51SN080AAA,; Liebert eXM,51SN080ABA,; Liebert eXM,51SN080DAA,; Liebert eXM,51SN080DBA,; Liebert eXM,51SN100BAA,; Liebert eXM,51SN100BBA,; Liebert eXM,51SN100EBA,; Liebert eXM,51SN120AAA,; Liebert eXM,51SN120ABA,; Liebert eXM,51SN120DAA,; Liebert eXM,51SN120DBA,; Liebert eXM,51SN120FAA,; Liebert eXM,51SN120FBA,; Liebert eXM,51SN125SAA,; Liebert eXM,51SN125SBA,; Liebert eXM,51SN140GAA,; Liebert eXM,51SN140GBA,; Liebert eXM,51SN150BAA,; Liebert eXM,51SN150BBA,; Liebert eXM,51SN150EAA,; Liebert eXM,51SN150EBA,; Liebert eXM,51SN150HBA,; Liebert eXM,51SN160AAA,; Liebert eXM,51SN160ABA,; Liebert eXM,51SN160DAA,; Liebert eXM,51SN160DBA,; Liebert eXM,51SN160FAA,; Liebert eXM,51SN160FBA,; Liebert eXM,51SN160JAA,; Liebert eXM,51SN175TAA,; Liebert eXM,51SN180KAA,; Liebert eXM,51SN200BAA,; Liebert eXM,51SN200BBA,; Liebert eXM,51SN200EAA,; Liebert eXM,51SN200EBA,; Liebert eXM,51SN200HAA,; Liebert eXM,51SN200HBA,",Ac-output UPS,Static,51SA030QBA,30000,30000,51SA200LAA,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",480-480,60-60,480-480,60-60,No,,2000,608,994,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",Yes,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,1092.3,,93.1,,95.6,,96.4,,96.8,,95.2,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,95.2,eXM 50KVA,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,N/A,5,10,3,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","BACnet,IP/MSTP,YDN23",No,,https://www.vertivco.com,N/A,05/31/2017,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_51SA030QBA_04032019071149_5509659
2335946,Vertiv Corporation,Liebert,Liebert eXM,51SA160AQA,"Liebert eXM,51SA160DQA,; Liebert eXM,51SA160DRA,; Liebert eXM,51SA160FQA,; Liebert eXM,51SA160FRA,; Liebert eXM,51SA160JQA,; Liebert eXM,51SA160JRA,; Liebert eXM,51SA175TQA,; Liebert eXM,51SA175TRA,; Liebert eXM,51SA180KQA,; Liebert eXM,51SA180KRA,; Liebert eXM,51SA200BQA,; Liebert eXM,51SA200BRA,; Liebert eXM,51SA200EQA,; Liebert eXM,51SA200ERA,; Liebert eXM,51SA200HQA,; Liebert eXM,51SA200HRA,; Liebert eXM,51SA200LQA,; Liebert eXM,51SA200LRA,; Liebert eXM,51SA225MAA,; Liebert eXM,51SA250BAA,; Liebert eXM,51SA250BBA,; Liebert eXM,51SA250EAA,; Liebert eXM,51SA250EBA,; Liebert eXM,51SA250HAA,; Liebert eXM,51SA250HBA,; Liebert eXM,51SA250LAA,; Liebert eXM,51SA250LBA,; Liebert eXM,51SN160AQA,; Liebert eXM,51SN160DQA,; Liebert eXM,51SN160DRA,; Liebert eXM,51SN160FQA,; Liebert eXM,51SN160FRA,; Liebert eXM,51SN160JQA,; Liebert eXM,51SN160JRA,; Liebert eXM,51SN175TQA,; Liebert eXM,51SN175TRA,; Liebert eXM,51SN180KQA,; Liebert eXM,51SN180KRA,; Liebert eXM,51SN200BQA,; Liebert eXM,51SN200BRA,; Liebert eXM,51SN200EQA,; Liebert eXM,51SN200ERA,; Liebert eXM,51SN200HQA,; Liebert eXM,51SN200HRA,; Liebert eXM,51SN200LQA,; Liebert eXM,51SN200LRA,; Liebert eXM,51SN225MAA,; Liebert eXM,51SN250BAA,; Liebert eXM,51SN250BBA,; Liebert eXM,51SN250EAA,; Liebert eXM,51SN250EBA,; Liebert eXM,51SN250HAA,; Liebert eXM,51SN250HBA,; Liebert eXM,51SN250LAA,; Liebert eXM,51SN250LBA,",Ac-output UPS,Static,51SA160AQA,40000,40000,51SA250NAA,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer,Data Center",480-480,60-60,480-480,60-60,No,,2000,848,994,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",Yes,Multiple-normal-mode,Voltage and Frequency Independent,480,60,480,60,1077.64,,94.3,,95.8,,96.2,,96.1,,95.5,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,95.5,"Power module, eXM 50KVA",Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,N/A,5,10,3,N/A,,"Serial Port,Other,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","BACnet,IP/MSTP,YDN23",No,,https://www.vertivco.com,N/A,05/31/2017,01/23/2019,"United States, Taiwan, Japan, Canada",ES_1097807_51SA160AQA_04032019075534_8134218
